original_text;target;unigrams;bigrams;pos_tag
essa garota fazia bullying comigo por que ela me achava feia.. agora adivinha?? ela ta feia igual🤪;1;['essa', 'garota', 'fazia', 'bullying', 'comigo', 'por', 'que', 'ela', 'me', 'achava', 'feia..', 'agora', 'adivinha', '?', '?', 'ela', 'ta', 'feia', 'igual🤪'];[('essa', 'garota'), ('garota', 'fazia'), ('fazia', 'bullying'), ('bullying', 'comigo'), ('comigo', 'por'), ('por', 'que'), ('que', 'ela'), ('ela', 'me'), ('me', 'achava'), ('achava', 'feia..'), ('feia..', 'agora'), ('agora', 'adivinha'), ('adivinha', '?'), ('?', '?'), ('?', 'ela'), ('ela', 'ta'), ('ta', 'feia'), ('feia', 'igual🤪')];[('essa', 'NN'), ('garota', 'NN'), ('fazia', 'NN'), ('bullying', 'VBG'), ('comigo', 'JJ'), ('por', 'NN'), ('que', 'NN'), ('ela', 'IN'), ('me', 'PRP'), ('achava', 'VBP'), ('feia..', 'JJ'), ('agora', 'NN'), ('adivinha', 'NN'), ('?', '.'), ('?', '.'), ('ela', 'JJ'), ('ta', 'NN'), ('feia', 'NN'), ('igual🤪', 'NN')]
o babaca fez bullying comigo o ensino fundamental todo, e agora me manda solicitação de amizade no fb? aaaaaah vai toma no cu. escroto do caralho.;1;['o', 'babaca', 'fez', 'bullying', 'comigo', 'o', 'ensino', 'fundamental', 'todo', ',', 'e', 'agora', 'me', 'manda', 'solicitação', 'de', 'amizade', 'no', 'fb', '?', 'aaaaaah', 'vai', 'toma', 'no', 'cu', '.', 'escroto', 'do', 'caralho', '.'];[('o', 'babaca'), ('babaca', 'fez'), ('fez', 'bullying'), ('bullying', 'comigo'), ('comigo', 'o'), ('o', 'ensino'), ('ensino', 'fundamental'), ('fundamental', 'todo'), ('todo', ','), (',', 'e'), ('e', 'agora'), ('agora', 'me'), ('me', 'manda'), ('manda', 'solicitação'), ('solicitação', 'de'), ('de', 'amizade'), ('amizade', 'no'), ('no', 'fb'), ('fb', '?'), ('?', 'aaaaaah'), ('aaaaaah', 'vai'), ('vai', 'toma'), ('toma', 'no'), ('no', 'cu'), ('cu', '.'), ('.', 'escroto'), ('escroto', 'do'), ('do', 'caralho'), ('caralho', '.')];[('o', 'JJ'), ('babaca', 'NN'), ('fez', 'NN'), ('bullying', 'VBG'), ('comigo', 'JJ'), ('o', 'NN'), ('ensino', 'NN'), ('fundamental', 'JJ'), ('todo', 'NN'), (',', ','), ('e', 'NN'), ('agora', 'IN'), ('me', 'PRP'), ('manda', 'FW'), ('solicitação', 'FW'), ('de', 'FW'), ('amizade', 'FW'), ('no', 'DT'), ('fb', 'NN'), ('?', '.'), ('aaaaaah', 'JJ'), ('vai', 'NN'), ('toma', 'NN'), ('no', 'DT'), ('cu', 'NN'), ('.', '.'), ('escroto', 'NN'), ('do', 'VBP'), ('caralho', 'NNS'), ('.', '.')]
kkkkkkkk o bullying com a minha bias galera!!!!! tadinha ahhhhhhh;1;['kkkkkkkk', 'o', 'bullying', 'com', 'a', 'minha', 'bias', 'galera', '!', '!', '!', '!', '!', 'tadinha', 'ahhhhhhh'];[('kkkkkkkk', 'o'), ('o', 'bullying'), ('bullying', 'com'), ('com', 'a'), ('a', 'minha'), ('minha', 'bias'), ('bias', 'galera'), ('galera', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', 'tadinha'), ('tadinha', 'ahhhhhhh')];[('kkkkkkkk', 'NN'), ('o', 'MD'), ('bullying', 'VBG'), ('com', 'VB'), ('a', 'DT'), ('minha', 'NN'), ('bias', 'NN'), ('galera', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('tadinha', 'NN'), ('ahhhhhhh', 'NN')]
sofri bullying hoje no senai por ter dormido e por não enxergar nada o dia todo, grande dia;1;['sofri', 'bullying', 'hoje', 'no', 'senai', 'por', 'ter', 'dormido', 'e', 'por', 'não', 'enxergar', 'nada', 'o', 'dia', 'todo', ',', 'grande', 'dia'];[('sofri', 'bullying'), ('bullying', 'hoje'), ('hoje', 'no'), ('no', 'senai'), ('senai', 'por'), ('por', 'ter'), ('ter', 'dormido'), ('dormido', 'e'), ('e', 'por'), ('por', 'não'), ('não', 'enxergar'), ('enxergar', 'nada'), ('nada', 'o'), ('o', 'dia'), ('dia', 'todo'), ('todo', ','), (',', 'grande'), ('grande', 'dia')];[('sofri', 'NN'), ('bullying', 'VBG'), ('hoje', 'JJ'), ('no', 'DT'), ('senai', 'NN'), ('por', 'RB'), ('ter', 'JJ'), ('dormido', 'NN'), ('e', 'NN'), ('por', 'NN'), ('não', 'NN'), ('enxergar', 'NN'), ('nada', 'JJ'), ('o', 'JJ'), ('dia', 'NN'), ('todo', 'NN'), (',', ','), ('grande', 'JJ'), ('dia', 'NN')]
entro um menino novo na 302 , tadinho vai sofrer bullying kkkkkkkkkkkkk;1;['entro', 'um', 'menino', 'novo', 'na', '302', ',', 'tadinho', 'vai', 'sofrer', 'bullying', 'kkkkkkkkkkkkk'];[('entro', 'um'), ('um', 'menino'), ('menino', 'novo'), ('novo', 'na'), ('na', '302'), ('302', ','), (',', 'tadinho'), ('tadinho', 'vai'), ('vai', 'sofrer'), ('sofrer', 'bullying'), ('bullying', 'kkkkkkkkkkkkk')];[('entro', 'NN'), ('um', 'JJ'), ('menino', 'NN'), ('novo', 'NN'), ('na', 'RB'), ('302', 'CD'), (',', ','), ('tadinho', 'NN'), ('vai', 'NN'), ('sofrer', 'NN'), ('bullying', 'VBG'), ('kkkkkkkkkkkkk', 'NN')]
rt __username__: eu sofro bullying;1;['rt', '__username__', ':', 'eu', 'sofro', 'bullying'];[('rt', '__username__'), ('__username__', ':'), (':', 'eu'), ('eu', 'sofro'), ('sofro', 'bullying')];[('rt', 'NN'), ('__username__', 'NN'), (':', ':'), ('eu', 'NN'), ('sofro', 'NN'), ('bullying', 'NN')]
meu advogado fazendo bullying com minha ft da carteira de trabalho kkkkkkkkkkkkkk;1;['meu', 'advogado', 'fazendo', 'bullying', 'com', 'minha', 'ft', 'da', 'carteira', 'de', 'trabalho', 'kkkkkkkkkkkkkk'];[('meu', 'advogado'), ('advogado', 'fazendo'), ('fazendo', 'bullying'), ('bullying', 'com'), ('com', 'minha'), ('minha', 'ft'), ('ft', 'da'), ('da', 'carteira'), ('carteira', 'de'), ('de', 'trabalho'), ('trabalho', 'kkkkkkkkkkkkkk')];[('meu', 'NN'), ('advogado', 'VBZ'), ('fazendo', 'JJ'), ('bullying', 'VBG'), ('com', 'NN'), ('minha', 'NN'), ('ft', 'NN'), ('da', 'NN'), ('carteira', 'NN'), ('de', 'IN'), ('trabalho', 'FW'), ('kkkkkkkkkkkkkk', 'NN')]
fico imaginando o quão duro deve ser para os agressores que fizeram bullying comigo no colégio verem as minhas fotos hoje em dia e se notarem que eu virei um mulherão do caramba. @ deus,obrigada por me honrar hahaha o senhor é um pai incrível,te amo.;1;['fico', 'imaginando', 'o', 'quão', 'duro', 'deve', 'ser', 'para', 'os', 'agressores', 'que', 'fizeram', 'bullying', 'comigo', 'no', 'colégio', 'verem', 'as', 'minhas', 'fotos', 'hoje', 'em', 'dia', 'e', 'se', 'notarem', 'que', 'eu', 'virei', 'um', 'mulherão', 'do', 'caramba', '.', '@', 'deus', ',', 'obrigada', 'por', 'me', 'honrar', 'hahaha', 'o', 'senhor', 'é', 'um', 'pai', 'incrível', ',', 'te', 'amo', '.'];[('fico', 'imaginando'), ('imaginando', 'o'), ('o', 'quão'), ('quão', 'duro'), ('duro', 'deve'), ('deve', 'ser'), ('ser', 'para'), ('para', 'os'), ('os', 'agressores'), ('agressores', 'que'), ('que', 'fizeram'), ('fizeram', 'bullying'), ('bullying', 'comigo'), ('comigo', 'no'), ('no', 'colégio'), ('colégio', 'verem'), ('verem', 'as'), ('as', 'minhas'), ('minhas', 'fotos'), ('fotos', 'hoje'), ('hoje', 'em'), ('em', 'dia'), ('dia', 'e'), ('e', 'se'), ('se', 'notarem'), ('notarem', 'que'), ('que', 'eu'), ('eu', 'virei'), ('virei', 'um'), ('um', 'mulherão'), ('mulherão', 'do'), ('do', 'caramba'), ('caramba', '.'), ('.', '@'), ('@', 'deus'), ('deus', ','), (',', 'obrigada'), ('obrigada', 'por'), ('por', 'me'), ('me', 'honrar'), ('honrar', 'hahaha'), ('hahaha', 'o'), ('o', 'senhor'), ('senhor', 'é'), ('é', 'um'), ('um', 'pai'), ('pai', 'incrível'), ('incrível', ','), (',', 'te'), ('te', 'amo'), ('amo', '.')];[('fico', 'NN'), ('imaginando', 'NN'), ('o', 'NN'), ('quão', 'NN'), ('duro', 'NN'), ('deve', 'VBP'), ('ser', 'NN'), ('para', 'NN'), ('os', 'NN'), ('agressores', 'VBZ'), ('que', 'JJ'), ('fizeram', 'NN'), ('bullying', 'VBG'), ('comigo', 'JJ'), ('no', 'DT'), ('colégio', 'NN'), ('verem', 'NN'), ('as', 'IN'), ('minhas', 'NN'), ('fotos', 'NN'), ('hoje', 'NN'), ('em', 'JJ'), ('dia', 'NN'), ('e', 'NN'), ('se', 'FW'), ('notarem', 'JJ'), ('que', 'NN'), ('eu', 'NN'), ('virei', 'NN'), ('um', 'JJ'), ('mulherão', 'NN'), ('do', 'VBP'), ('caramba', 'NN'), ('.', '.'), ('@', 'JJ'), ('deus', 'NN'), (',', ','), ('obrigada', 'FW'), ('por', 'FW'), ('me', 'PRP'), ('honrar', 'VBP'), ('hahaha', 'JJ'), ('o', 'NN'), ('senhor', 'NN'), ('é', 'NNP'), ('um', 'JJ'), ('pai', 'NN'), ('incrível', 'NN'), (',', ','), ('te', 'JJ'), ('amo', 'NN'), ('.', '.')]
comecei a chorar pensando no meu sofrendo bullying na escola e não me dizendo nada, aí fui pesquisar como uma mãe nota os sinais que o filho ta sofrendo bullying e agora tô mais calma;1;['comecei', 'a', 'chorar', 'pensando', 'no', 'meu', 'sofrendo', 'bullying', 'na', 'escola', 'e', 'não', 'me', 'dizendo', 'nada', ',', 'aí', 'fui', 'pesquisar', 'como', 'uma', 'mãe', 'nota', 'os', 'sinais', 'que', 'o', 'filho', 'ta', 'sofrendo', 'bullying', 'e', 'agora', 'tô', 'mais', 'calma'];[('comecei', 'a'), ('a', 'chorar'), ('chorar', 'pensando'), ('pensando', 'no'), ('no', 'meu'), ('meu', 'sofrendo'), ('sofrendo', 'bullying'), ('bullying', 'na'), ('na', 'escola'), ('escola', 'e'), ('e', 'não'), ('não', 'me'), ('me', 'dizendo'), ('dizendo', 'nada'), ('nada', ','), (',', 'aí'), ('aí', 'fui'), ('fui', 'pesquisar'), ('pesquisar', 'como'), ('como', 'uma'), ('uma', 'mãe'), ('mãe', 'nota'), ('nota', 'os'), ('os', 'sinais'), ('sinais', 'que'), ('que', 'o'), ('o', 'filho'), ('filho', 'ta'), ('ta', 'sofrendo'), ('sofrendo', 'bullying'), ('bullying', 'e'), ('e', 'agora'), ('agora', 'tô'), ('tô', 'mais'), ('mais', 'calma')];[('comecei', 'VB'), ('a', 'DT'), ('chorar', 'NN'), ('pensando', 'NN'), ('no', 'DT'), ('meu', 'NN'), ('sofrendo', 'NN'), ('bullying', 'VBG'), ('na', 'JJ'), ('escola', 'NN'), ('e', 'NN'), ('não', 'IN'), ('me', 'PRP'), ('dizendo', 'VBP'), ('nada', 'RB'), (',', ','), ('aí', 'JJ'), ('fui', 'NN'), ('pesquisar', 'NN'), ('como', 'NN'), ('uma', 'JJ'), ('mãe', 'NN'), ('nota', 'NN'), ('os', 'NN'), ('sinais', 'NN'), ('que', 'NN'), ('o', 'NN'), ('filho', 'NN'), ('ta', 'NN'), ('sofrendo', 'NN'), ('bullying', 'VBG'), ('e', 'JJ'), ('agora', 'NNS'), ('tô', 'VBP'), ('mais', 'NN'), ('calma', 'NN')]
"esse bullying não é legal ok

[31/07/2019 19:50:48] âme soeur 💛🌻: você cresceu tudo que tinha pra crescer dentro do útero vida?";1;['esse', 'bullying', 'não', 'é', 'legal', 'ok', '[', '31/07/2019', '19:50:48', ']', 'âme', 'soeur', '💛🌻', ':', 'você', 'cresceu', 'tudo', 'que', 'tinha', 'pra', 'crescer', 'dentro', 'do', 'útero', 'vida', '?'];[('esse', 'bullying'), ('bullying', 'não'), ('não', 'é'), ('é', 'legal'), ('legal', 'ok'), ('ok', '['), ('[', '31/07/2019'), ('31/07/2019', '19:50:48'), ('19:50:48', ']'), (']', 'âme'), ('âme', 'soeur'), ('soeur', '💛🌻'), ('💛🌻', ':'), (':', 'você'), ('você', 'cresceu'), ('cresceu', 'tudo'), ('tudo', 'que'), ('que', 'tinha'), ('tinha', 'pra'), ('pra', 'crescer'), ('crescer', 'dentro'), ('dentro', 'do'), ('do', 'útero'), ('útero', 'vida'), ('vida', '?')];[('esse', 'NN'), ('bullying', 'VBG'), ('não', 'JJ'), ('é', 'JJ'), ('legal', 'JJ'), ('ok', 'NN'), ('[', 'VBD'), ('31/07/2019', 'CD'), ('19:50:48', 'CD'), (']', 'NN'), ('âme', 'NNP'), ('soeur', 'NN'), ('💛🌻', 'NN'), (':', ':'), ('você', 'NN'), ('cresceu', 'NN'), ('tudo', 'NN'), ('que', 'NN'), ('tinha', 'NN'), ('pra', 'NN'), ('crescer', 'NN'), ('dentro', 'NN'), ('do', 'VBP'), ('útero', 'VB'), ('vida', 'NN'), ('?', '.')]
no ensino medio eu sofria bullying por acreditar em telepatia;1;['no', 'ensino', 'medio', 'eu', 'sofria', 'bullying', 'por', 'acreditar', 'em', 'telepatia'];[('no', 'ensino'), ('ensino', 'medio'), ('medio', 'eu'), ('eu', 'sofria'), ('sofria', 'bullying'), ('bullying', 'por'), ('por', 'acreditar'), ('acreditar', 'em'), ('em', 'telepatia')];[('no', 'DT'), ('ensino', 'NN'), ('medio', 'NN'), ('eu', 'NN'), ('sofria', 'NN'), ('bullying', 'VBG'), ('por', 'JJ'), ('acreditar', 'NN'), ('em', 'NN'), ('telepatia', 'NN')]
krl,o bullying ta pesado em cima desse mlk;1;['krl', ',', 'o', 'bullying', 'ta', 'pesado', 'em', 'cima', 'desse', 'mlk'];[('krl', ','), (',', 'o'), ('o', 'bullying'), ('bullying', 'ta'), ('ta', 'pesado'), ('pesado', 'em'), ('em', 'cima'), ('cima', 'desse'), ('desse', 'mlk')];[('krl', 'NN'), (',', ','), ('o', 'IN'), ('bullying', 'VBG'), ('ta', 'JJ'), ('pesado', 'NN'), ('em', 'NN'), ('cima', 'NN'), ('desse', 'NN'), ('mlk', 'NN')]
rt __username__: sem falar no bullying fodido que acontece lá,todo mundo enfia o amor ao próximo no cu;1;['rt', '__username__', ':', 'sem', 'falar', 'no', 'bullying', 'fodido', 'que', 'acontece', 'lá', ',', 'todo', 'mundo', 'enfia', 'o', 'amor', 'ao', 'próximo', 'no', 'cu'];[('rt', '__username__'), ('__username__', ':'), (':', 'sem'), ('sem', 'falar'), ('falar', 'no'), ('no', 'bullying'), ('bullying', 'fodido'), ('fodido', 'que'), ('que', 'acontece'), ('acontece', 'lá'), ('lá', ','), (',', 'todo'), ('todo', 'mundo'), ('mundo', 'enfia'), ('enfia', 'o'), ('o', 'amor'), ('amor', 'ao'), ('ao', 'próximo'), ('próximo', 'no'), ('no', 'cu')];[('rt', 'NN'), ('__username__', 'NN'), (':', ':'), ('sem', 'NN'), ('falar', 'JJ'), ('no', 'DT'), ('bullying', 'NN'), ('fodido', 'NN'), ('que', 'NN'), ('acontece', 'NN'), ('lá', 'NN'), (',', ','), ('todo', 'FW'), ('mundo', 'FW'), ('enfia', 'FW'), ('o', 'FW'), ('amor', 'NN'), ('ao', 'NN'), ('próximo', 'VBZ'), ('no', 'DT'), ('cu', 'NN')]
"rt __username__: ➡️ geisy arruda relembra bullying ao usar vestido rosa: ""me culparam""
 _ 
📺 olga, às 12h";1;"['rt', '__username__', ':', '➡️', 'geisy', 'arruda', 'relembra', 'bullying', 'ao', 'usar', 'vestido', 'rosa', ':', '``', 'me', 'culparam', ""''"", '_', '📺', 'olga', ',', 'às', '12h']";"[('rt', '__username__'), ('__username__', ':'), (':', '➡️'), ('➡️', 'geisy'), ('geisy', 'arruda'), ('arruda', 'relembra'), ('relembra', 'bullying'), ('bullying', 'ao'), ('ao', 'usar'), ('usar', 'vestido'), ('vestido', 'rosa'), ('rosa', ':'), (':', '``'), ('``', 'me'), ('me', 'culparam'), ('culparam', ""''""), (""''"", '_'), ('_', '📺'), ('📺', 'olga'), ('olga', ','), (',', 'às'), ('às', '12h')]";"[('rt', 'NN'), ('__username__', 'NN'), (':', ':'), ('➡️', 'JJ'), ('geisy', 'NN'), ('arruda', 'NN'), ('relembra', 'NN'), ('bullying', 'VBG'), ('ao', 'JJ'), ('usar', 'JJ'), ('vestido', 'NN'), ('rosa', 'NN'), (':', ':'), ('``', '``'), ('me', 'PRP'), ('culparam', 'VB'), (""''"", ""''""), ('_', 'NNP'), ('📺', 'NNP'), ('olga', 'NN'), (',', ','), ('às', 'VBZ'), ('12h', 'CD')]"
sofrendo bullying da própria irmã tá fodah;1;['sofrendo', 'bullying', 'da', 'própria', 'irmã', 'tá', 'fodah'];[('sofrendo', 'bullying'), ('bullying', 'da'), ('da', 'própria'), ('própria', 'irmã'), ('irmã', 'tá'), ('tá', 'fodah')];[('sofrendo', 'NN'), ('bullying', 'VBG'), ('da', 'NN'), ('própria', 'NN'), ('irmã', 'NN'), ('tá', 'NN'), ('fodah', 'NN')]
sdds quando eu tinha 2 seguidores e podia postar minhas fotos sem sofrer bullying dos amigos, agr se eu postar qq uma vou ouvir sobre até a morte;1;['sdds', 'quando', 'eu', 'tinha', '2', 'seguidores', 'e', 'podia', 'postar', 'minhas', 'fotos', 'sem', 'sofrer', 'bullying', 'dos', 'amigos', ',', 'agr', 'se', 'eu', 'postar', 'qq', 'uma', 'vou', 'ouvir', 'sobre', 'até', 'a', 'morte'];[('sdds', 'quando'), ('quando', 'eu'), ('eu', 'tinha'), ('tinha', '2'), ('2', 'seguidores'), ('seguidores', 'e'), ('e', 'podia'), ('podia', 'postar'), ('postar', 'minhas'), ('minhas', 'fotos'), ('fotos', 'sem'), ('sem', 'sofrer'), ('sofrer', 'bullying'), ('bullying', 'dos'), ('dos', 'amigos'), ('amigos', ','), (',', 'agr'), ('agr', 'se'), ('se', 'eu'), ('eu', 'postar'), ('postar', 'qq'), ('qq', 'uma'), ('uma', 'vou'), ('vou', 'ouvir'), ('ouvir', 'sobre'), ('sobre', 'até'), ('até', 'a'), ('a', 'morte')];[('sdds', 'NNS'), ('quando', 'VBP'), ('eu', 'JJ'), ('tinha', 'NN'), ('2', 'CD'), ('seguidores', 'NNS'), ('e', 'JJ'), ('podia', 'JJ'), ('postar', 'NN'), ('minhas', 'NN'), ('fotos', 'NN'), ('sem', 'NN'), ('sofrer', 'NN'), ('bullying', 'VBG'), ('dos', 'JJ'), ('amigos', 'NNS'), (',', ','), ('agr', 'FW'), ('se', 'FW'), ('eu', 'FW'), ('postar', 'NN'), ('qq', 'NN'), ('uma', 'JJ'), ('vou', 'NN'), ('ouvir', 'NN'), ('sobre', 'NN'), ('até', 'VBZ'), ('a', 'DT'), ('morte', 'NN')]
se meu filho nasce com dente vai sofrer bullying da própria mãe pq não tem como não rir disso;1;['se', 'meu', 'filho', 'nasce', 'com', 'dente', 'vai', 'sofrer', 'bullying', 'da', 'própria', 'mãe', 'pq', 'não', 'tem', 'como', 'não', 'rir', 'disso'];[('se', 'meu'), ('meu', 'filho'), ('filho', 'nasce'), ('nasce', 'com'), ('com', 'dente'), ('dente', 'vai'), ('vai', 'sofrer'), ('sofrer', 'bullying'), ('bullying', 'da'), ('da', 'própria'), ('própria', 'mãe'), ('mãe', 'pq'), ('pq', 'não'), ('não', 'tem'), ('tem', 'como'), ('como', 'não'), ('não', 'rir'), ('rir', 'disso')];[('se', 'NN'), ('meu', 'NN'), ('filho', 'NN'), ('nasce', 'JJ'), ('com', 'NN'), ('dente', 'NN'), ('vai', 'FW'), ('sofrer', 'NN'), ('bullying', 'VBG'), ('da', 'NN'), ('própria', 'NN'), ('mãe', 'NN'), ('pq', 'NN'), ('não', 'JJ'), ('tem', 'NN'), ('como', 'NN'), ('não', 'JJ'), ('rir', 'NN'), ('disso', 'NN')]
"mano o lucas chapado vê as coisas do jeito que o lucas criança via, ficava maravilhado e feliz sempre

até o bullying começar e hoje eu precisar fumar pra isso, traumatizado";1;['mano', 'o', 'lucas', 'chapado', 'vê', 'as', 'coisas', 'do', 'jeito', 'que', 'o', 'lucas', 'criança', 'via', ',', 'ficava', 'maravilhado', 'e', 'feliz', 'sempre', 'até', 'o', 'bullying', 'começar', 'e', 'hoje', 'eu', 'precisar', 'fumar', 'pra', 'isso', ',', 'traumatizado'];[('mano', 'o'), ('o', 'lucas'), ('lucas', 'chapado'), ('chapado', 'vê'), ('vê', 'as'), ('as', 'coisas'), ('coisas', 'do'), ('do', 'jeito'), ('jeito', 'que'), ('que', 'o'), ('o', 'lucas'), ('lucas', 'criança'), ('criança', 'via'), ('via', ','), (',', 'ficava'), ('ficava', 'maravilhado'), ('maravilhado', 'e'), ('e', 'feliz'), ('feliz', 'sempre'), ('sempre', 'até'), ('até', 'o'), ('o', 'bullying'), ('bullying', 'começar'), ('começar', 'e'), ('e', 'hoje'), ('hoje', 'eu'), ('eu', 'precisar'), ('precisar', 'fumar'), ('fumar', 'pra'), ('pra', 'isso'), ('isso', ','), (',', 'traumatizado')];[('mano', 'NN'), ('o', 'MD'), ('lucas', 'VB'), ('chapado', 'NN'), ('vê', 'NN'), ('as', 'IN'), ('coisas', 'NN'), ('do', 'VBP'), ('jeito', 'NN'), ('que', 'NN'), ('o', 'NN'), ('lucas', 'NN'), ('criança', 'NN'), ('via', 'IN'), (',', ','), ('ficava', 'JJ'), ('maravilhado', 'NN'), ('e', 'NN'), ('feliz', 'NN'), ('sempre', 'NN'), ('até', 'NN'), ('o', 'IN'), ('bullying', 'VBG'), ('começar', 'NN'), ('e', 'NN'), ('hoje', 'NN'), ('eu', 'NN'), ('precisar', 'NN'), ('fumar', 'NN'), ('pra', 'NN'), ('isso', 'NN'), (',', ','), ('traumatizado', 'NN')]
mano é incrível, minha própria namorada faz bullying cmg 🤦🏽‍♂️;1;['mano', 'é', 'incrível', ',', 'minha', 'própria', 'namorada', 'faz', 'bullying', 'cmg', '🤦🏽\u200d♂️'];[('mano', 'é'), ('é', 'incrível'), ('incrível', ','), (',', 'minha'), ('minha', 'própria'), ('própria', 'namorada'), ('namorada', 'faz'), ('faz', 'bullying'), ('bullying', 'cmg'), ('cmg', '🤦🏽\u200d♂️')];[('mano', 'NN'), ('é', 'NNP'), ('incrível', 'NN'), (',', ','), ('minha', 'FW'), ('própria', 'FW'), ('namorada', 'FW'), ('faz', 'NN'), ('bullying', 'VBG'), ('cmg', 'NN'), ('🤦🏽\u200d♂️', 'NN')]
rt __username__: pqp, recém nasceu e já sofre bullying;1;['rt', '__username__', ':', 'pqp', ',', 'recém', 'nasceu', 'e', 'já', 'sofre', 'bullying'];[('rt', '__username__'), ('__username__', ':'), (':', 'pqp'), ('pqp', ','), (',', 'recém'), ('recém', 'nasceu'), ('nasceu', 'e'), ('e', 'já'), ('já', 'sofre'), ('sofre', 'bullying')];[('rt', 'NN'), ('__username__', 'NN'), (':', ':'), ('pqp', 'NN'), (',', ','), ('recém', 'VB'), ('nasceu', 'JJ'), ('e', 'NN'), ('já', 'NN'), ('sofre', 'NN'), ('bullying', 'NN')]
o meu primo faz-me bué bullying :(;1;['o', 'meu', 'primo', 'faz-me', 'bué', 'bullying', ':', '('];[('o', 'meu'), ('meu', 'primo'), ('primo', 'faz-me'), ('faz-me', 'bué'), ('bué', 'bullying'), ('bullying', ':'), (':', '(')];[('o', 'JJ'), ('meu', 'NN'), ('primo', 'IN'), ('faz-me', 'JJ'), ('bué', 'NN'), ('bullying', 'NN'), (':', ':'), ('(', '(')]
sem falar no bullying fodido que acontece lá,todo mundo enfia o amor ao próximo no cu;1;['sem', 'falar', 'no', 'bullying', 'fodido', 'que', 'acontece', 'lá', ',', 'todo', 'mundo', 'enfia', 'o', 'amor', 'ao', 'próximo', 'no', 'cu'];[('sem', 'falar'), ('falar', 'no'), ('no', 'bullying'), ('bullying', 'fodido'), ('fodido', 'que'), ('que', 'acontece'), ('acontece', 'lá'), ('lá', ','), (',', 'todo'), ('todo', 'mundo'), ('mundo', 'enfia'), ('enfia', 'o'), ('o', 'amor'), ('amor', 'ao'), ('ao', 'próximo'), ('próximo', 'no'), ('no', 'cu')];[('sem', 'NN'), ('falar', 'JJ'), ('no', 'DT'), ('bullying', 'NN'), ('fodido', 'NN'), ('que', 'NN'), ('acontece', 'NN'), ('lá', 'NN'), (',', ','), ('todo', 'FW'), ('mundo', 'FW'), ('enfia', 'FW'), ('o', 'FW'), ('amor', 'NN'), ('ao', 'NN'), ('próximo', 'VBZ'), ('no', 'DT'), ('cu', 'NN')]
estou a sofrer bullying....triste...;1;['estou', 'a', 'sofrer', 'bullying', '...', '.triste', '...'];[('estou', 'a'), ('a', 'sofrer'), ('sofrer', 'bullying'), ('bullying', '...'), ('...', '.triste'), ('.triste', '...')];[('estou', 'VB'), ('a', 'DT'), ('sofrer', 'NN'), ('bullying', 'NN'), ('...', ':'), ('.triste', 'NN'), ('...', ':')]
caio faz bullying com meus espirros;1;['caio', 'faz', 'bullying', 'com', 'meus', 'espirros'];[('caio', 'faz'), ('faz', 'bullying'), ('bullying', 'com'), ('com', 'meus'), ('meus', 'espirros')];[('caio', 'NN'), ('faz', 'NN'), ('bullying', 'VBG'), ('com', 'NN'), ('meus', 'NN'), ('espirros', 'NN')]
essa semana presenciei o bullying! nao sai da minha cabeça que coisa mais triste;1;['essa', 'semana', 'presenciei', 'o', 'bullying', '!', 'nao', 'sai', 'da', 'minha', 'cabeça', 'que', 'coisa', 'mais', 'triste'];[('essa', 'semana'), ('semana', 'presenciei'), ('presenciei', 'o'), ('o', 'bullying'), ('bullying', '!'), ('!', 'nao'), ('nao', 'sai'), ('sai', 'da'), ('da', 'minha'), ('minha', 'cabeça'), ('cabeça', 'que'), ('que', 'coisa'), ('coisa', 'mais'), ('mais', 'triste')];[('essa', 'NN'), ('semana', 'NN'), ('presenciei', 'NN'), ('o', 'IN'), ('bullying', 'VBG'), ('!', '.'), ('nao', 'JJ'), ('sai', 'JJ'), ('da', 'NN'), ('minha', 'NN'), ('cabeça', 'NN'), ('que', 'NN'), ('coisa', 'NN'), ('mais', 'NN'), ('triste', 'NN')]
